,account.length,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.day.charge,total.eve.minutes,total.eve.calls,total.eve.charge,total.night.minutes,total.night.calls,total.night.charge,total.intl.minutes,total.intl.calls,total.intl.charge,number.customer.service.calls,churn
1514,37, no, no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,2, False.
1515,51, no, no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1, False.
1516,174, no, no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10,5,2.7,2, False.
1517,68, no, no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1, True.
1518,130, no, no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1, False.
1519,104, no, no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2, False.
1520,134, no, no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2, False.
1521,108, no, yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2, False.
1522,103, no, no,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3, False.
1523,62, no, no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1, False.
1524,162, no, no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2, False.
1525,93, no, yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2, False.
1526,42, no, no,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1, False.
1527,155, no, yes,23,243.9,112,41.46,133,106,11.31,213.7,123,9.62,13.4,11,3.62,2, False.
1528,36, no, no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,0, False.
1529,143, no, no,0,223.3,99,37.96,167.1,128,14.2,203,84,9.14,4.5,4,1.22,0, True.
1530,197, no, no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3, False.
1531,81, no, no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8,6,2.16,1, True.
1532,138, yes, no,0,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4, True.
1533,103, no, yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0, True.
1534,127, yes, no,0,242.2,102,41.17,226.1,80,19.22,252,96,11.34,13.9,5,3.75,2, True.
1535,136, no, no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1, True.
1536,99, no, no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2, False.
1537,95, no, no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0, False.
1538,118, yes, yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4, True.
1539,113, no, no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5, True.
1540,128, yes, no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0, False.
1541,117, no, no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3, False.
1542,48, no, yes,36,230.9,92,39.25,167.6,121,14.25,270,87,12.15,7.6,4,2.05,3, False.
1543,81, yes, no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0, False.
1544,57, no, no,0,192.8,68,32.78,158,86,13.43,235.5,105,10.6,12.7,6,3.43,1, False.
1545,140, no, no,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1, False.
1546,107, no, yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11,1,2.97,2, False.
1547,56, no, no,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1, False.
1548,159, no, no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1, False.
1549,102, no, no,0,271.1,80,46.09,172,133,14.62,169.2,105,7.61,10.3,5,2.78,1, False.
1550,107, no, no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1, False.
1551,106, no, no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2, False.
1552,225, no, no,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0, True.
1553,75, no, no,0,147.5,110,25.08,191.7,97,16.29,135,68,6.08,16.4,3,4.43,2, False.
1554,86, no, no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0, False.
1555,169, no, no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1, False.
1556,122, no, yes,22,204.5,92,34.77,139.6,121,11.87,205,103,9.23,8.6,5,2.32,2, False.
1557,106, no, no,0,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0, False.
1558,52, no, yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2, False.
1559,79, no, yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4,2, False.
1560,135, no, no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2, False.
1561,70, no, no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0, False.
1562,80, no, no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10,2,2.7,2, False.
1563,37, no, no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0, False.
1564,161, no, yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1, False.
1565,137, no, no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,0,0,1, False.
1566,123, no, no,0,128.7,126,21.88,117.6,94,10,198.4,132,8.93,10.8,5,2.92,0, False.
1567,80, no, yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2, False.
1568,94, no, no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0, False.
1569,105, no, yes,27,141.2,96,24,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1, False.
1570,73, no, yes,31,194.4,104,33.05,176,84,14.96,230.1,110,10.35,11.5,3,3.11,0, False.
1571,112, no, no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2, False.
1572,179, no, no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1, False.
1573,57, no, no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1, False.
1574,127, no, yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1, False.
1575,122, yes, yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1, False.
1576,33, no, yes,35,161.9,85,27.52,151.2,82,12.85,191,131,8.59,8.5,2,2.3,1, False.
1577,94, no, no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3, False.
1578,100, no, no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1, False.
1579,106, no, no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2, False.
1580,148, no, yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2, False.
1581,120, no, yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0, False.
1582,91, no, yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1, False.
1583,86, no, no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9,2,2.43,1, False.
1584,78, no, yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0, False.
1585,94, no, no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1, False.
1586,85, no, no,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2, True.
1587,89, no, no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1, False.
1588,128, no, no,0,216,111,36.72,153.7,115,13.06,227,74,10.22,12.7,4,3.43,1, False.
1589,115, yes, no,0,180,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1, False.
1590,76, no, no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1, False.
1591,75, no, yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1, False.
1592,90, no, yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3,2, False.
1593,30, no, no,0,137.6,108,23.39,162,80,13.77,187.7,126,8.45,5.8,10,1.57,3, False.
1594,105, yes, no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1, True.
1595,102, no, yes,31,125.3,92,21.3,141.2,108,12,168.2,68,7.57,6.3,2,1.7,3, False.
1596,83, no, no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3, False.
1597,63, no, yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0, False.
1598,155, no, no,0,163,93,27.71,203.9,102,17.33,159,109,7.15,15.1,4,4.08,2, False.
1599,82, no, yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2, False.
1600,87, no, no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1, False.
1601,115, no, yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0, False.
1602,99, yes, no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0, True.
1603,121, yes, yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3, False.
1604,54, no, yes,33,112,90,19.04,208,112,17.68,150.3,83,6.76,11.3,4,3.05,2, False.
1605,105, no, no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3, False.
1606,73, no, no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3,1, False.
1607,95, no, no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0, False.
1608,21, no, yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3, False.
1609,163, no, yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2, False.
1610,57, no, no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0, False.
1611,104, yes, no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4, False.
1612,83, no, yes,20,95,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0, False.
1613,141, no, no,0,160.1,87,27.22,256.7,120,21.82,270,107,12.15,7,1,1.89,2, False.
1614,95, no, no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3, False.
1615,184, no, no,0,236.4,73,40.19,287.3,120,24.42,192,94,8.64,13.8,4,3.73,1, True.
1616,74, no, no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2, False.
1617,67, no, no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0, False.
1618,104, yes, no,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11,4,2.97,0, False.
1619,71, no, yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1, False.
1620,149, no, no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4, True.
1621,154, no, yes,35,224,102,38.08,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0, False.
1622,138, no, yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0, False.
1623,117, no, no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1, False.
1624,130, no, no,0,176.3,140,29.97,201,104,17.09,161.9,123,7.29,11.3,5,3.05,1, False.
1625,73, no, no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2, False.
1626,100, no, yes,38,224.7,121,38.2,294,131,24.99,290,61,13.05,9.8,6,2.65,0, False.
1627,149, no, no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1, False.
1628,29, no, no,0,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2, False.
1629,131, no, no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1, False.
1630,153, no, no,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8,3,2.16,2, False.
1631,84, no, no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2, False.
1632,133, no, no,0,187,65,31.79,141.4,128,12.02,238.2,108,10.72,10,8,2.7,2, False.
1633,112, no, no,0,170.5,113,28.99,193.2,129,16.42,188,91,8.46,11.2,6,3.02,0, False.
1634,87, no, no,0,204.8,101,34.82,161,80,13.69,285.7,89,12.86,9.5,3,2.57,0, False.
1635,72, no, no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12,5,3.24,2, False.
1636,66, no, no,0,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4, True.
1637,65, no, yes,29,158.1,104,26.88,322.2,81,27.39,210,96,9.45,8.9,6,2.4,1, False.
1638,74, no, no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2, False.
1639,116, no, no,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6, True.
1640,68, no, no,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2, False.
1641,68, no, no,0,222.8,99,37.88,175.8,85,14.94,202,111,9.09,11,3,2.97,3, False.
1642,54, yes, no,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1, False.
1643,99, no, no,0,54.8,92,9.32,173,103,14.71,195.1,125,8.78,7.5,3,2.03,1, False.
1644,107, no, no,0,134,104,22.78,174.5,94,14.83,311.1,79,14,7.3,3,1.97,3, False.
1645,124, no, no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1, False.
1646,95, no, yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3, False.
1647,173, no, no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0, True.
1648,110, no, no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1, False.
1649,102, no, no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0, False.
1650,130, no, no,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0, False.
1651,91, no, yes,31,273,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1, False.
1652,64, yes, no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1, True.
1653,176, no, yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8,7.2,6,1.94,1, False.
1654,93, yes, no,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3,1, True.
1655,84, no, yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1, False.
1656,138, no, no,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5,3,1.35,3, False.
1657,101, no, yes,28,105.9,132,18,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1, False.
1658,136, no, no,0,142.3,79,24.19,158,113,13.43,177.5,75,7.99,6,11,1.62,2, False.
1659,111, no, no,0,191.3,80,32.52,138.5,94,11.77,246,107,11.07,6.4,3,1.73,2, False.
1660,132, no, yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0, False.
1661,128, no, no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3, False.
1662,92, no, yes,38,242.2,96,41.17,159.7,144,13.57,210,108,9.45,8.9,1,2.4,1, False.
1663,197, yes, no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5, True.
1664,191, no, no,0,162,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1, False.
1665,99, no, yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2, False.
1666,106, no, yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3, False.
1667,88, no, no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2, False.
1668,78, no, no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0, False.
1669,98, no, no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1, False.
1670,17, no, yes,35,198.5,123,33.75,270.6,74,23,209.9,130,9.45,8.1,10,2.19,1, False.
1671,56, no, yes,24,121.7,87,20.69,184,76,15.64,266.6,98,12,12.7,3,3.43,1, False.
1672,84, no, no,0,130.2,105,22.13,278,60,23.63,305.4,74,13.74,14,6,3.78,2, False.
1673,95, no, no,0,203.4,96,34.58,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2, False.
1674,16, no, no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5, False.
1675,76, yes, no,0,241,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1, True.
1676,93, no, no,0,141.7,95,24.09,221,100,18.79,227.1,71,10.22,10.2,3,2.75,0, False.
1677,83, no, no,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2, False.
1678,123, no, no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9,10,2.43,1, False.
1679,64, no, no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1, False.
1680,82, no, no,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0, True.
1681,107, no, no,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2, False.
1682,110, no, no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1, False.
1683,96, no, yes,29,150,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1, False.
1684,47, no, yes,30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2, False.
1685,115, no, no,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2, False.
1686,69, no, no,0,143.6,88,24.41,141.8,86,12.05,194,83,8.73,10.8,5,2.92,3, False.
1687,163, no, yes,40,231.9,56,39.42,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2, False.
1688,90, no, no,0,37.8,80,6.43,155.3,105,13.2,175,111,7.88,14.2,5,3.83,3, False.
1689,98, no, no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3, False.
1690,90, no, yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1, False.
1691,174, no, yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1, False.
1692,95, no, no,0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2, True.
1693,79, no, no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1, True.
1694,123, no, yes,27,198.7,127,33.78,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1, False.
1695,99, no, no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7, True.
1696,114, no, no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2, False.
1697,141, no, no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1, False.
1698,132, no, no,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1, False.
1699,133, no, no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0, False.
1700,133, no, no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4, False.
1701,93, no, yes,32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2, False.
1702,34, no, no,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2, True.
1703,140, no, no,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4, True.
1704,96, no, yes,26,175.8,96,29.89,206.6,84,17.56,178,105,8.01,11.1,2,3,2, False.
1705,144, no, no,0,278.5,95,47.35,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1, True.
1706,24, no, yes,29,236.3,105,40.17,190.8,114,16.22,129,105,5.81,7.2,2,1.94,3, False.
1707,54, no, no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1, False.
1708,50, no, no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5, True.
1709,92, no, yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4, False.
1710,96, no, no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3, False.
1711,146, no, no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2, False.
1712,138, yes, yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0, False.
1713,102, no, no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4, False.
1714,76, no, no,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5, True.
1715,99, no, no,0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3, False.
1716,83, no, yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0, False.
1717,36, no, yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1, False.
1718,70, no, no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1, False.
1719,109, yes, no,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2, True.
1720,100, no, no,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2, False.
1721,104, no, no,0,170.6,97,29,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1, False.
1722,106, no, no,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1, False.
1723,84, no, no,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1, False.
1724,80, no, no,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2, False.
1725,100, no, no,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1, False.
1726,99, no, no,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2, False.
1727,50, no, no,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1, False.
1728,105, no, no,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1, False.
1729,113, no, yes,23,149,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4, False.
1730,111, no, yes,36,96.8,123,16.46,170.6,105,14.5,166,85,7.47,13.4,4,3.62,2, False.
1731,161, no, no,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2, False.
1732,70, no, no,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0, True.
1733,97, no, yes,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3, False.
1734,130, no, no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0, False.
1735,92, no, no,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1, False.
1736,119, no, no,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0, False.
1737,115, no, no,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1, True.
1738,134, no, no,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0, False.
1739,127, no, yes,25,173,91,29.41,245.8,64,20.89,300,99,13.5,4.8,3,1.3,0, False.
1740,80, no, no,0,268.7,120,45.68,301,147,25.59,167,140,7.52,5.8,1,1.57,2, True.
1741,153, no, yes,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0, False.
1742,85, no, no,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3, False.
1743,79, no, no,0,41.9,124,7.12,211,95,17.94,237.9,55,10.71,11.4,5,3.08,1, False.
1744,35, no, no,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1, False.
1745,120, no, yes,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0, False.
1746,68, no, no,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0, False.
1747,60, no, no,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1, True.
1748,120, no, no,0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1, False.
1749,71, no, yes,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1, False.
1750,124, no, no,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3, False.
1751,23, no, no,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1, True.
1752,225, no, no,0,182.7,142,31.06,246.5,63,20.95,218,103,9.81,8.8,2,2.38,1, False.
1753,181, yes, no,0,161.3,83,27.42,124.4,83,10.57,262,98,11.79,14.1,3,3.81,0, True.
1754,63, no, no,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2, False.
1755,54, yes, no,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2, True.
1756,80, yes, yes,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1, False.
1757,118, yes, yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1, False.
1758,42, yes, no,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12,6,3.24,2, False.
1759,134, no, no,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0, False.
1760,66, no, yes,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0, False.
1761,66, no, no,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2, False.
1762,127, no, yes,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1, False.
1763,146, no, no,0,189.3,77,32.18,155.9,128,13.25,186,83,8.37,7.4,3,2,0, False.
